,specimen_prediction,Id,paper
17444, OMNH 10165 ,"A NEW CHASMOSAURINE DINOSAUR FROM THE JAVELINA FORMATION (LATE CRETACEOUS -MAASTRICHTIAN) OF BIG BEND NATIONAL PARK, TEXAS Approved,A NEW CHASMOSAURINE DINOSAUR FROM THE JAVELINA FORMATION (LATE CRETACEOUS -MAASTRICHTIAN) OF BIG BEND NATIONAL PARK, TEXAS Approved",2
17458, TMM 41480 1 ,"A NEW CHASMOSAURINE DINOSAUR FROM THE JAVELINA FORMATION (LATE CRETACEOUS -MAASTRICHTIAN) OF BIG BEND NATIONAL PARK, TEXAS Approved,A NEW CHASMOSAURINE DINOSAUR FROM THE JAVELINA FORMATION (LATE CRETACEOUS -MAASTRICHTIAN) OF BIG BEND NATIONAL PARK, TEXAS Approved",2
17466, NMMNH P 44477 ,"A NEW CHASMOSAURINE DINOSAUR FROM THE JAVELINA FORMATION (LATE CRETACEOUS -MAASTRICHTIAN) OF BIG BEND NATIONAL PARK, TEXAS Approved",2
17484, AMNH 5401 ,"A NEW CHASMOSAURINE DINOSAUR FROM THE JAVELINA FORMATION (LATE CRETACEOUS -MAASTRICHTIAN) OF BIG BEND NATIONAL PARK, TEXAS Approved",2
17538, UTEP P 37 7 ,"A NEW CHASMOSAURINE DINOSAUR FROM THE JAVELINA FORMATION (LATE CRETACEOUS -MAASTRICHTIAN) OF BIG BEND NATIONAL PARK, TEXAS Approved",2
17555, Job 1075 ,,0
18027, SHCa104 for ,,0
18046, GK 2 ,",,",0
18251, GK2 ,,0
18322, TMM 31226 ,A NEW AMPHIBAMID (TEMNOSPONDYLI: DISSOROPHOIDEA) FROM THE EARLY PERMIAN OF TEXAS,1
18525, MCZ 1912 ,A NEW AMPHIBAMID (TEMNOSPONDYLI: DISSOROPHOIDEA) FROM THE EARLY PERMIAN OF TEXAS,1
18677, TMM Locality 31025 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
18678, TMM 31025 12 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18680, TMM 31025 177 TMM 31025 257 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18682, PVSJ 85 PIZ T ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18686, TMM 31025 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
18688, TMM 31025 259 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18689, TMM 31025 177 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
18692, TMM 31025 1262 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
18693, TMM 31025 1261 3 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
18694, TMM 31025 1261 4 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
18695, TMM 31025 1261 1 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
18696, TMM 31025 1261 2 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
18697, TMM 31025 2160 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
18699, TMM 31025 WPA ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18704, TMM 31025 1261 3 TMM 31025 177 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18705, TTU P 10419 MSM 4590 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
18706, TTU P 10419 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
18708, TTU P 10419 TMM 31025 177 TMM 31025 257 TMM 31025 259 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18711, TMM 31025 177 TMM 31025 257 TMM 31025 259 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
18714, TMM 31025 1261 5 TMM 31025 1262 TMM 31025 1261 3 TMM 31025 1261 4 TMM 31025 1261 1 TMM 31025 1261 2 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18726, TMM 31025 TMM 31025 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18734, TTU P 10419 NMT RB426 TMM M 12606 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18737, TMM 31025 1261 5 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
18744, TMM 31025 177 TMM 31025 1261 TMM 31025 1262 TMM 31025 1261 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18748, TMM 31025 1262 TMM 31025 1261 3 TMM 31025 177 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
18749, UCMP A269 124557 TTU P 9002 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18761, TMM 31025 177 TMM 31025 177 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18769, TMM 30125 177 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18777, TMM 30125 1261 5 TMM 30125 1261 5 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18789, NMT RB48 PVL 3850 PVL 3851 SMNS 80294 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
18792, TMM 31025 177 TMM 31025 1261 3 TMM 31025 1262 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18803, PEFO 34561 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18804, FMNH PR ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18807, TMM 31025 1262 TMM 31025 1261 5 TMM 31025 1261 5 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18813, TMM 31025 1265 5 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18820, TMM 30125 1262 TMM 31025 177 TMM 31025 1261 3 TMM 31025 1261 5 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18831, TMM 31025 1262 TMM 31025 257 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18837, TMM 31025 1261 5 TMM 31025 1262 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18846, TMM 31025 1261 3 TMM 31025 177 TMM 31025 1262 TMM 31025 1261 5 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18855, TMM 31025 257 TMM 31025 1261 4 TMM 31025 1261 1 TMM 31025 1261 2 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18857, TMM 31025 1261 4 TMM 31025 1261 1 TMM 31025 257 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18858, SMNS 80296 TTU P 10419 AMNH FR TTU P 9002 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18865, TMM 31025 1261 2 TMM 31025 257 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18866, TMM 31025 257 TMM 31025 257 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18873, TMM 31025 257 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
18876, TTU P 9002 PVL 3850 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18877, SMNS 80296 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
18884, NMT RB48 PVL 3850 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18885, TMM 31025 257 TTU P 9002 SMNS 52970 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18896, TMM 31025 1261 4 TMM 30125 1261 4 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18902, TMM 30125 1261 4 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18915, TMM 31025 1261 1 TMM 31025 1261 1 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18937, TMM 31025 257 TMM 31025 1261 1 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18941, TMM 31025 1261 2 TMM 31025 1261 2 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18966, TMM 31025 177 TMM 31025 1262 TMM 31025 1261 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18970, TMM 31025 1261 4 TMM 31025 257 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18974, TMM 31025 1261 1 TMM 31025 1261 2 TMM 31025 257 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18975, TMM 31025 1261 1 TMM 31025 257 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18976, TMM 31025 1261 4 TMM 31025 1261 2 TMM 31025 257 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
18997, PEFO 34561 SAM 905 NMT RB426 NMT RB48 TMM 43632 1 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19002, PEFO 34561 NMT RB426 AMNH FR TMM 43632 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19005, AMNH FR ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
19010, TTU P 9001 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19011, PVSJ 85 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19012, IVPP V IVPP V ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19013, MSM 4590 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
19016, IVPP V6026 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19027, PIZ T ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19028, PVL 3850 SMNS 80296 PVSJ 32 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19030, TTU P 9002 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
19033, SMNS 80296 TTU P 9002 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19034, PVSJ 32 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19036, TTU P 9002 TTU P 9002 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19038, TMM 31025 1261 1 TMM 31025 1261 2 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19041, UNC 15575 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19044, NMT RB48 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
19050, MNA V9300 ,"The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs",30
19056, PEFO 34045 TMM 31100 448 TMM 31100 452 CPE 2 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19057, CPE 2186 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19062, PEFO 34045 PEFO 34045 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19064, R 4799 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19066, TMM 31100 448 TMM 31100 452 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19067, TMM 31100 448 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19068, NMMNH P 12964 PEFO 3004 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19069, TMM 31100 437 TMM 31100 437 ,The axial skeleton of Poposaurus langstoni (Pseudosuchia: Poposauroidea) and its implications for accessory intervertebral articulation evolution in pseudosuchian archosaurs,30
19275, LSUMG RTMP TMM FIGURE ,"TURTLES OF THE UPPER AGUJA FORMATION (LATE CAMPANIAN), BIG BEND NATIONAL PARK, TEXAS",27
19451, TMM 42534 TMM 43163 ,"FOSSIL PALMS (ARECACEAE, CORYPHOIDEAE) ASSOCIATED WITH JUVENILE HERBIVOROUS DINOSAURS IN THE UPPER CRETACEOUS AGUJA FORMATION, BIG BEND NATIONAL PARK, TEXAS,FOSSIL PALMS (ARECACEAE, CORYPHOIDEAE) ASSOCIATED WITH JUVENILE HERBIVOROUS DINOSAURS IN THE UPPER CRETACEOUS AGUJA FORMATION, BIG BEND NATIONAL PARK, TEXAS",9
19452, TMM 41917 ,"FOSSIL PALMS (ARECACEAE, CORYPHOIDEAE) ASSOCIATED WITH JUVENILE HERBIVOROUS DINOSAURS IN THE UPPER CRETACEOUS AGUJA FORMATION, BIG BEND NATIONAL PARK, TEXAS",9
19463, UF403 53791 ,"FOSSIL PALMS (ARECACEAE, CORYPHOIDEAE) ASSOCIATED WITH JUVENILE HERBIVOROUS DINOSAURS IN THE UPPER CRETACEOUS AGUJA FORMATION, BIG BEND NATIONAL PARK, TEXAS",9
19464, UF402 UF403 53792 UF403 53793 ,"FOSSIL PALMS (ARECACEAE, CORYPHOIDEAE) ASSOCIATED WITH JUVENILE HERBIVOROUS DINOSAURS IN THE UPPER CRETACEOUS AGUJA FORMATION, BIG BEND NATIONAL PARK, TEXAS",9
19470, WPA 1 ,"FOSSIL PALMS (ARECACEAE, CORYPHOIDEAE) ASSOCIATED WITH JUVENILE HERBIVOROUS DINOSAURS IN THE UPPER CRETACEOUS AGUJA FORMATION, BIG BEND NATIONAL PARK, TEXAS",9
19473, Zona 1990 ,"FOSSIL PALMS (ARECACEAE, CORYPHOIDEAE) ASSOCIATED WITH JUVENILE HERBIVOROUS DINOSAURS IN THE UPPER CRETACEOUS AGUJA FORMATION, BIG BEND NATIONAL PARK, TEXAS,FOSSIL PALMS (ARECACEAE, CORYPHOIDEAE) ASSOCIATED WITH JUVENILE HERBIVOROUS DINOSAURS IN THE UPPER CRETACEOUS AGUJA FORMATION, BIG BEND NATIONAL PARK, TEXAS,FOSSIL PALMS (ARECACEAE, CORYPHOIDEAE) ASSOCIATED WITH JUVENILE HERBIVOROUS DINOSAURS IN THE UPPER CRETACEOUS AGUJA FORMATION, BIG BEND NATIONAL PARK, TEXAS,FOSSIL PALMS (ARECACEAE, CORYPHOIDEAE) ASSOCIATED WITH JUVENILE HERBIVOROUS DINOSAURS IN THE UPPER CRETACEOUS AGUJA FORMATION, BIG BEND NATIONAL PARK, TEXAS",9
19485, UF401 53784 ,"FOSSIL PALMS (ARECACEAE, CORYPHOIDEAE) ASSOCIATED WITH JUVENILE HERBIVOROUS DINOSAURS IN THE UPPER CRETACEOUS AGUJA FORMATION, BIG BEND NATIONAL PARK, TEXAS",9
19487, TMM 41917 UF404 ,"FOSSIL PALMS (ARECACEAE, CORYPHOIDEAE) ASSOCIATED WITH JUVENILE HERBIVOROUS DINOSAURS IN THE UPPER CRETACEOUS AGUJA FORMATION, BIG BEND NATIONAL PARK, TEXAS",9
